image_id,anormal,missing,normal,spin
normal_328.jpg,0,0,1,0
normal_386.jpg,0,0,1,0
normal_ldd128 (65).jpg,0,0,1,0
normal_66.jpg,0,0,1,0
normal_396.jpg,0,0,1,0
normal_393.jpg,0,0,1,0
normal_347.jpg,0,0,1,0
normal_375.jpg,0,0,1,0
normal_361.jpg,0,0,1,0
normal_311.jpg,0,0,1,0
normal_379.jpg,0,0,1,0
normal_307.jpg,0,0,1,0
normal_317.jpg,0,0,1,0
normal_334.jpg,0,0,1,0
normal_314.jpg,0,0,1,0
normal_346.jpg,0,0,1,0
normal_350.jpg,0,0,1,0
normal_341.jpg,0,0,1,0
normal_384.jpg,0,0,1,0
normal_rbd0 (48).jpg,0,0,1,0
normal_382.jpg,0,0,1,0
normal_326.jpg,0,0,1,0
normal_362.jpg,0,0,1,0
normal_ecd0 (57).jpg,0,0,1,0
normal_ecd0 (59).jpg,0,0,1,0
normal_354.jpg,0,0,1,0
normal_304.jpg,0,0,1,0
normal_403.jpg,0,0,1,0
normal_rbd0 (40).jpg,0,0,1,0
normal_381.jpg,0,0,1,0
normal_359.jpg,0,0,1,0
normal_310.jpg,0,0,1,0
normal_398.jpg,0,0,1,0
normal_312.jpg,0,0,1,0
normal_338.jpg,0,0,1,0
normal_392.jpg,0,0,1,0
normal_319.jpg,0,0,1,0
normal_313.jpg,0,0,1,0
normal_409.jpg,0,0,1,0
normal_400.jpg,0,0,1,0
normal_333.jpg,0,0,1,0
normal_331.jpg,0,0,1,0
normal_411.jpg,0,0,1,0
normal_415.jpg,0,0,1,0
normal_ldd128 (72).jpg,0,0,1,0
normal_356.jpg,0,0,1,0
normal_405.jpg,0,0,1,0
normal_62.jpg,0,0,1,0
spin_181.jpg,0,0,0,1
spin_127.jpg,0,0,0,1
spin_115.jpg,0,0,0,1
spin_image135.jpg,0,0,0,1
spin_104.jpg,0,0,0,1
spin_image136.jpg,0,0,0,1
spin_image98.jpg,0,0,0,1
spin_image140.jpg,0,0,0,1
spin_190.jpg,0,0,0,1
spin_image91.jpg,0,0,0,1
spin_image132.jpg,0,0,0,1
spin_16.jpg,0,0,0,1
spin_200.jpg,0,0,0,1
spin_20.jpg,0,0,0,1
spin_image72.jpg,0,0,0,1
spin_172.jpg,0,0,0,1
spin_image55.jpg,0,0,0,1
spin_image116.jpg,0,0,0,1
spin_1.jpg,0,0,0,1
spin_162.jpg,0,0,0,1
spin_182.jpg,0,0,0,1
spin_180.jpg,0,0,0,1
spin_12.jpg,0,0,0,1
spin_146.jpg,0,0,0,1
spin_image96.jpg,0,0,0,1
spin_141.jpg,0,0,0,1
spin_158.jpg,0,0,0,1
spin_image97.jpg,0,0,0,1
spin_image59.jpg,0,0,0,1
spin_image137.jpg,0,0,0,1
spin_144.jpg,0,0,0,1
spin_image104.jpg,0,0,0,1
spin_151.jpg,0,0,0,1
spin_image75.jpg,0,0,0,1
spin_179.jpg,0,0,0,1
spin_4.jpg,0,0,0,1
spin_174.jpg,0,0,0,1
spin_image115.jpg,0,0,0,1
spin_image118.jpg,0,0,0,1
spin_117.jpg,0,0,0,1
spin_137.jpg,0,0,0,1
spin_image141.jpg,0,0,0,1
spin_114.jpg,0,0,0,1
spin_image102.jpg,0,0,0,1
spin_5.jpg,0,0,0,1
spin_102.jpg,0,0,0,1
spin_187.jpg,0,0,0,1
spin_image95.jpg,0,0,0,1
spin_159.jpg,0,0,0,1
spin_132.jpg,0,0,0,1
spin_image65.jpg,0,0,0,1
spin_9.jpg,0,0,0,1
spin_image68.jpg,0,0,0,1
spin_126.jpg,0,0,0,1
spin_140.jpg,0,0,0,1
spin_image52.jpg,0,0,0,1
spin_147.jpg,0,0,0,1
spin_image122.jpg,0,0,0,1
spin_image67.jpg,0,0,0,1
spin_image85.jpg,0,0,0,1
spin_image88.jpg,0,0,0,1
spin_image84.jpg,0,0,0,1
spin_160.jpg,0,0,0,1
spin_111.jpg,0,0,0,1
missing_6.jpg,0,1,0,0
missing_60.jpg,0,1,0,0
missing_56.jpg,0,1,0,0
missing_image99.jpg,0,1,0,0
missing_39.jpg,0,1,0,0
missing_image56.jpg,0,1,0,0
missing_76.jpg,0,1,0,0
missing_11 (13).jpg,0,1,0,0
missing_51.jpg,0,1,0,0
missing_image94.jpg,0,1,0,0
missing_66.jpg,0,1,0,0
missing_74.jpg,0,1,0,0
missing_71.jpg,0,1,0,0
missing_8.jpg,0,1,0,0
missing_11 (3).jpg,0,1,0,0
missing_86.jpg,0,1,0,0
missing_image83.jpg,0,1,0,0
missing_36.jpg,0,1,0,0
missing_image55.jpg,0,1,0,0
missing_24.jpg,0,1,0,0
missing_image84.jpg,0,1,0,0
missing_63.jpg,0,1,0,0
missing_10.jpg,0,1,0,0
missing_image69.jpg,0,1,0,0
missing_23.jpg,0,1,0,0
missing_image59.jpg,0,1,0,0
missing_85.jpg,0,1,0,0
missing_11 (7).jpg,0,1,0,0
missing_73.jpg,0,1,0,0
missing_4.jpg,0,1,0,0
missing_19.jpg,0,1,0,0
missing_84.jpg,0,1,0,0
missing_11 (18).jpg,0,1,0,0
missing_7.jpg,0,1,0,0
missing_image89.jpg,0,1,0,0
missing_11 (14).jpg,0,1,0,0
missing_image95.jpg,0,1,0,0
missing_22.jpg,0,1,0,0
missing_43.jpg,0,1,0,0
missing_50.jpg,0,1,0,0
missing_image51.jpg,0,1,0,0
missing_9.jpg,0,1,0,0
missing_78.jpg,0,1,0,0
missing_11 (12).jpg,0,1,0,0
missing_45.jpg,0,1,0,0
missing_11 (8).jpg,0,1,0,0
missing_11.jpg,0,1,0,0
missing_image78.jpg,0,1,0,0
normal_ecd0 (52).jpg,0,0,1,0
normal_315.jpg,0,0,1,0
normal_ecd0 (54).jpg,0,0,1,0
normal_rbd0 (34).jpg,0,0,1,0
normal_414.jpg,0,0,1,0
normal_339.jpg,0,0,1,0
normal_367.jpg,0,0,1,0
normal_57.jpg,0,0,1,0
normal_ldd128 (77).jpg,0,0,1,0
normal_324.jpg,0,0,1,0
normal_64.jpg,0,0,1,0
normal_rbd0 (47).jpg,0,0,1,0
normal_345.jpg,0,0,1,0
normal_ldd128 (67).jpg,0,0,1,0
normal_ldd128 (66).jpg,0,0,1,0
normal_rbd0 (41).jpg,0,0,1,0
normal_ldd128 (78).jpg,0,0,1,0
normal_ecd0 (51).jpg,0,0,1,0
normal_54.jpg,0,0,1,0
normal_322.jpg,0,0,1,0
normal_352.jpg,0,0,1,0
normal_302.jpg,0,0,1,0
normal_399.jpg,0,0,1,0
normal_ecd0 (62).jpg,0,0,1,0
normal_340.jpg,0,0,1,0
normal_ecd0 (56).jpg,0,0,1,0
normal_332.jpg,0,0,1,0
normal_337.jpg,0,0,1,0
normal_rbd0 (36).jpg,0,0,1,0
normal_56.jpg,0,0,1,0
normal_330.jpg,0,0,1,0
normal_rbd0 (44).jpg,0,0,1,0
normal_ldd128 (64).jpg,0,0,1,0
normal_ecd0 (53).jpg,0,0,1,0
normal_rbd0 (42).jpg,0,0,1,0
normal_368.jpg,0,0,1,0
normal_65.jpg,0,0,1,0
normal_344.jpg,0,0,1,0
normal_63.jpg,0,0,1,0
normal_397.jpg,0,0,1,0
normal_407.jpg,0,0,1,0
normal_371.jpg,0,0,1,0
normal_68.jpg,0,0,1,0
normal_404.jpg,0,0,1,0
normal_343.jpg,0,0,1,0
normal_303.jpg,0,0,1,0
normal_ldd128 (68).jpg,0,0,1,0
normal_394.jpg,0,0,1,0
normal_323.jpg,0,0,1,0
normal_rbd0 (45).jpg,0,0,1,0
normal_380.jpg,0,0,1,0
normal_rbd0 (46).jpg,0,0,1,0
normal_67.jpg,0,0,1,0
normal_327.jpg,0,0,1,0
normal_60.jpg,0,0,1,0
normal_349.jpg,0,0,1,0
normal_416.jpg,0,0,1,0
normal_rbd0 (43).jpg,0,0,1,0
normal_385.jpg,0,0,1,0
normal_410.jpg,0,0,1,0
normal_417.jpg,0,0,1,0
normal_ldd128 (76).jpg,0,0,1,0
normal_408.jpg,0,0,1,0
normal_ecd0 (60).jpg,0,0,1,0
normal_378.jpg,0,0,1,0
normal_ldd128 (71).jpg,0,0,1,0
normal_ldd128 (69).jpg,0,0,1,0
normal_321.jpg,0,0,1,0
normal_58.jpg,0,0,1,0
normal_373.jpg,0,0,1,0
normal_316.jpg,0,0,1,0
normal_rbd0 (38).jpg,0,0,1,0
normal_ecd0 (61).jpg,0,0,1,0
normal_363.jpg,0,0,1,0
normal_402.jpg,0,0,1,0
normal_318.jpg,0,0,1,0
normal_391.jpg,0,0,1,0
normal_401.jpg,0,0,1,0
normal_ecd0 (63).jpg,0,0,1,0
normal_ecd0 (49).jpg,0,0,1,0
normal_335.jpg,0,0,1,0
normal_rbd0 (35).jpg,0,0,1,0
normal_rbd0 (39).jpg,0,0,1,0
normal_336.jpg,0,0,1,0
normal_364.jpg,0,0,1,0
normal_351.jpg,0,0,1,0
normal_406.jpg,0,0,1,0
normal_ecd0 (50).jpg,0,0,1,0
normal_377.jpg,0,0,1,0
normal_320.jpg,0,0,1,0
normal_366.jpg,0,0,1,0
normal_309.jpg,0,0,1,0
normal_374.jpg,0,0,1,0
normal_306.jpg,0,0,1,0
normal_348.jpg,0,0,1,0
normal_389.jpg,0,0,1,0
normal_357.jpg,0,0,1,0
normal_55.jpg,0,0,1,0
normal_372.jpg,0,0,1,0
normal_369.jpg,0,0,1,0
normal_388.jpg,0,0,1,0
normal_301.jpg,0,0,1,0
normal_305.jpg,0,0,1,0
normal_376.jpg,0,0,1,0
normal_308.jpg,0,0,1,0
normal_365.jpg,0,0,1,0
normal_353.jpg,0,0,1,0
normal_387.jpg,0,0,1,0
normal_ecd0 (55).jpg,0,0,1,0
normal_360.jpg,0,0,1,0
normal_412.jpg,0,0,1,0
normal_383.jpg,0,0,1,0
normal_59.jpg,0,0,1,0
normal_342.jpg,0,0,1,0
normal_329.jpg,0,0,1,0
normal_ldd128 (70).jpg,0,0,1,0
normal_370.jpg,0,0,1,0
normal_ldd128 (73).jpg,0,0,1,0
normal_395.jpg,0,0,1,0
normal_358.jpg,0,0,1,0
normal_ldd128 (75).jpg,0,0,1,0
normal_390.jpg,0,0,1,0
normal_ecd0 (58).jpg,0,0,1,0
normal_61.jpg,0,0,1,0
normal_325.jpg,0,0,1,0
normal_355.jpg,0,0,1,0
normal_ldd128 (74).jpg,0,0,1,0
normal_rbd0 (37).jpg,0,0,1,0
normal_413.jpg,0,0,1,0
spin_6.jpg,0,0,0,1
spin_18.jpg,0,0,0,1
spin_image107.jpg,0,0,0,1
spin_109.jpg,0,0,0,1
spin_image79.jpg,0,0,0,1
spin_image99.jpg,0,0,0,1
spin_119.jpg,0,0,0,1
spin_2.jpg,0,0,0,1
spin_image101.jpg,0,0,0,1
spin_image56.jpg,0,0,0,1
spin_3.jpg,0,0,0,1
spin_176.jpg,0,0,0,1
spin_image66.jpg,0,0,0,1
spin_175.jpg,0,0,0,1
